ID,Comentario,Tipo
1595,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1596,El servicio al cliente fue muy lento y poco amable.,Queja
1597,Sería genial si agregaran más opciones de pago.,Sugerencia
1598,No responden los correos de atención al cliente.,Queja
1599,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
1600,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
1601,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
1602,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
1603,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1604,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
1605,No me gusta que el personal no esté bien capacitado.,Queja
1606,La página web es muy lenta y difícil de usar.,Queja
1607,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
1608,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
1609,La página web es muy lenta y difícil de usar.,Queja
1610,El producto llegó defectuoso y tardaron en dar solución.,Queja
1611,El producto llegó defectuoso y tardaron en dar solución.,Queja
1612,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1613,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1614,Sería genial si agregaran más opciones de pago.,Sugerencia
1615,No me gusta que el personal no esté bien capacitado.,Queja
1616,No me gusta que el personal no esté bien capacitado.,Queja
1617,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1618,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
1619,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1620,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
1621,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
1622,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
1623,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1624,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1625,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
1626,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1627,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
1628,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
1629,El producto llegó defectuoso y tardaron en dar solución.,Queja
1630,Sería genial si agregaran más opciones de pago.,Sugerencia
1631,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
1632,Sería genial si agregaran más opciones de pago.,Sugerencia
1633,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
1634,No responden los correos de atención al cliente.,Queja
1635,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
1636,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1637,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
1638,El producto llegó defectuoso y tardaron en dar solución.,Queja
1639,No responden los correos de atención al cliente.,Queja
1640,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1641,Sería genial si agregaran más opciones de pago.,Sugerencia
1642,No me gusta que el personal no esté bien capacitado.,Queja
1643,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
1644,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
1645,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
1646,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
1647,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
1648,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
1649,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1650,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
1651,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1652,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
1653,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
1654,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
1655,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1656,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
1657,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
1658,La página web es muy lenta y difícil de usar.,Queja
1659,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1660,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1661,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
1662,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1663,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1664,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
1665,El servicio al cliente fue muy lento y poco amable.,Queja
1666,No me gusta que el personal no esté bien capacitado.,Queja
1667,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
1668,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1669,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1670,No responden los correos de atención al cliente.,Queja
1671,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
1672,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
1673,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
1674,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1675,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1676,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1677,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1678,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
1679,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1680,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1681,No responden los correos de atención al cliente.,Queja
1682,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
1683,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1684,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
1685,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1686,No responden los correos de atención al cliente.,Queja
1687,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1688,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
1689,Sería genial si agregaran más opciones de pago.,Sugerencia
1690,Tuve un problema con mi compra y nadie me ayudó.,Queja
1691,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1692,No me gusta que el personal no esté bien capacitado.,Queja
1693,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1694,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1695,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1696,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
1697,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1698,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
1699,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1700,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1701,El producto llegó defectuoso y tardaron en dar solución.,Queja
1702,Sería genial si agregaran más opciones de pago.,Sugerencia
1703,Tuve un problema con mi compra y nadie me ayudó.,Queja
1704,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
1705,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1706,No responden los correos de atención al cliente.,Queja
1707,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1708,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
1709,Me gustaría que ofrecieran más promociones en productos populares.,Sugerencia
1710,No responden los correos de atención al cliente.,Queja
1711,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1712,La página web es muy lenta y difícil de usar.,Queja
1713,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1714,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
1715,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
1716,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
1717,Podrían mejorar la experiencia en línea con una mejor interfaz.,Sugerencia
1718,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1719,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1720,"La aplicación móvil tiene muchos errores, deberían mejorarla.",Queja
1721,No responden los correos de atención al cliente.,Queja
1722,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
1723,El servicio al cliente fue muy lento y poco amable.,Queja
1724,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1725,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1726,No me gusta que el personal no esté bien capacitado.,Queja
1727,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1728,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
1729,El servicio al cliente fue muy lento y poco amable.,Queja
1730,El producto llegó defectuoso y tardaron en dar solución.,Queja
1731,La página web es muy lenta y difícil de usar.,Queja
1732,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
1733,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
1734,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1735,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
1736,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1737,Sería genial si agregaran más opciones de pago.,Sugerencia
1738,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1739,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1740,Sería genial si agregaran más opciones de pago.,Sugerencia
1741,Sería genial si agregaran más opciones de pago.,Sugerencia
1742,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
1743,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1744,"El sistema de turnos no funciona bien, deberían optimizarlo.",Queja
1745,Tuve un problema con mi compra y nadie me ayudó.,Queja
1746,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
1747,El servicio al cliente fue muy lento y poco amable.,Queja
1748,No responden los correos de atención al cliente.,Queja
1749,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1750,La página web es muy lenta y difícil de usar.,Queja
1751,Sería bueno que ampliaran la cobertura del servicio a más ciudades.,Sugerencia
1752,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
1753,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
1754,La página web es muy lenta y difícil de usar.,Queja
1755,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
1756,El ambiente en la tienda es muy agradable y acogedor.,Sugerencia
1757,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1758,"Me encantó la atención que recibí, fueron muy atentos.",Sugerencia
1759,No responden los correos de atención al cliente.,Queja
1760,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
1761,Sería útil que agregaran un chat en vivo para consultas rápidas.,Sugerencia
1762,Tuve un problema con mi compra y nadie me ayudó.,Queja
1763,Podrían ampliar el horario de atención para mayor comodidad.,Sugerencia
1764,"Los tiempos de espera son excesivos, deberían mejorarlo.",Queja
1765,La página web es muy lenta y difícil de usar.,Queja
1766,La página web es muy lenta y difícil de usar.,Queja
1767,El servicio al cliente fue muy lento y poco amable.,Queja
1768,El personal debería recibir más entrenamiento en atención al cliente.,Sugerencia
1769,El producto llegó defectuoso y tardaron en dar solución.,Queja
1770,Deberían ofrecer más descuentos para clientes frecuentes.,Sugerencia
1771,No me gusta que el personal no esté bien capacitado.,Queja
1772,El servicio telefónico es ineficiente y no resuelven dudas.,Queja
